"","chr","start","end","center","width"
"14934","chr4",7054293,7054854,7054573,561
"14935","chr9",136514493,136514793,136514643,300
"14936","chr22",21628497,21630195,21629346,1698
"14937","chr14",24213196,24213631,24213413,435
"14938","chr5",554708,555217,554962,509
"14939","chr14",105219115,105219396,105219255,281
"14940","chr17",30600074,30601436,30600755,1362
"14941","chr16",3036282,3037055,3036668,773
"14942","chrX",151177143,151178105,151177624,962
"14943","chr6",7389401,7390084,7389742,683
"14944","chr15",63277571,63277901,63277736,330
"14945","chr9",95515846,95517472,95516659,1626
"14946","chr10",97401057,97401359,97401208,302
"14947","chr11",86800142,86800847,86800494,705
"14948","chr15",96353699,96354072,96353885,373
"14949","chr16",15649902,15650566,15650234,664
"14950","chr17",18246965,18247858,18247411,893
"14951","chr2",240322894,240323342,240323118,448
"14952","chr10",131344232,131344579,131344405,347
"14953","chr11",15114512,15114999,15114755,487
"14954","chr13",20946189,20946425,20946307,236
"14955","chr16",58249799,58250180,58249989,381
"14956","chr11",134664348,134664563,134664455,215
"14957","chr21",44369207,44369993,44369600,786
"14958","chr5",141430927,141433050,141431988,2123
"14959","chr14",101457238,101459658,101458448,2420
"14960","chr12",32755440,32755889,32755664,449
"14961","chr1",205504749,205504981,205504865,232
"14962","chr10",118342052,118342425,118342238,373
"14963","chr11",68212544,68214616,68213580,2072
"14964","chr11",27720512,27720726,27720619,214
"14965","chr4",8586988,8587224,8587106,236
"14966","chr5",140557170,140557608,140557389,438
"14967","chr12",120368243,120369556,120368899,1313
"14968","chr14",77980996,77981381,77981188,385
"14969","chr8",37841328,37842413,37841870,1085
"14970","chr12",132710174,132711406,132710790,1232
"14971","chr12",21774490,21775057,21774773,567
"14972","chr10",70381804,70382881,70382342,1077
"14973","chr20",62797072,62797286,62797179,214
"14974","chr10",42782401,42783084,42782742,683
"14975","chr5",110738904,110739522,110739213,618
"14976","chrX",3814532,3816531,3815531,1999
"14977","chr4",8688229,8688448,8688338,219
"14978","chr5",155727944,155729374,155728659,1430
"14979","chr11",71813493,71813807,71813650,314
"14980","chr2",232485568,232488264,232486916,2696
"14981","chr8",41577841,41578640,41578240,799
"14982","chr3",142947356,142947702,142947529,346
"14983","chr3",71724675,71725722,71725198,1047
"14984","chr5",494688,495981,495334,1293
"14985","chr12",119667697,119668427,119668062,730
"14986","chr10",87862015,87862839,87862427,824
"14987","chr3",197665018,197665610,197665314,592
"14988","chr12",55728233,55729402,55728817,1169
"14989","chr5",141174100,141175056,141174578,956
"14990","chr17",7444955,7445511,7445233,556
"14991","chr5",119452430,119452733,119452581,303
"14992","chr9",137015426,137015815,137015620,389
"14993","chr1",145960385,145962107,145961246,1722
"14994","chr1",1615073,1616635,1615854,1562
"14995","chr12",132496811,132497046,132496928,235
"14996","chr16",69339158,69339979,69339568,821
"14997","chr16",75250782,75251764,75251273,982
"14998","chr6",138161397,138162573,138161985,1176
"14999","chr2",19347721,19348531,19348126,810
"15000","chr9",93346184,93346710,93346447,526
"15001","chr8",139702342,139706109,139704225,3767
"15002","chr9",116701,118177,117439,1476
"15003","chr11",72781236,72781602,72781419,366
"15004","chr17",19507407,19508064,19507735,657
"15005","chr16",3364964,3365167,3365065,203
"15006","chr18",79772390,79772593,79772491,203
"15007","chr5",172617849,172618077,172617963,228
"15008","chr8",57259517,57261304,57260410,1787
"15009","chr2",52571265,52572919,52572092,1654
"15010","chr19",29606158,29606372,29606265,214
"15011","chr5",179623001,179624610,179623805,1609
"15012","chr18",67516000,67516736,67516368,736
"15013","chr11",78658131,78658336,78658233,205
"15014","chr1",85200135,85201967,85201051,1832
"15015","chr5",60699547,60700504,60700025,957
"15016","chr2",190648220,190649713,190648966,1493
"15017","chr5",61162013,61162827,61162420,814
"15018","chr2",222860840,222861705,222861272,865
"15019","chr11",125887160,125888212,125887686,1052
"15020","chr6",99613103,99614781,99613942,1678
"15021","chr11",126355460,126356178,126355819,718
"15022","chr21",46145371,46146431,46145901,1060
"15023","chr7",150322861,150323663,150323262,802
"15024","chr22",50285241,50285806,50285523,565
"15025","chr18",78238674,78239123,78238898,449
"15026","chr10",43728368,43728578,43728473,210
"15027","chr11",1992103,1992387,1992245,284
"15028","chr5",175871512,175872622,175872067,1110
"15029","chr4",56048956,56049735,56049345,779
"15030","chr10",91153633,91153937,91153785,304
"15031","chr11",60841919,60842313,60842116,394
"15032","chr12",6290096,6291605,6290850,1509
"15033","chr20",662028,662251,662139,223
"15034","chr11",16610961,16611178,16611069,217
"15035","chr1",25922714,25923122,25922918,408
"15036","chr7",95434761,95435097,95434929,336
"15037","chr8",101493284,101494202,101493743,918
"15038","chr22",43342342,43344279,43343310,1937
"15039","chr17",21275507,21276378,21275942,871
"15040","chr11",119018168,119019405,119018786,1237
"15041","chr9",112916,114839,113877,1923
"15042","chr1",45750561,45750842,45750701,281
"15043","chr13",40664363,40667613,40665988,3250
"15044","chr14",62056857,62057068,62056962,211
"15045","chr14",104931739,104934153,104932946,2414
"15046","chr8",98064526,98065016,98064771,490
"15047","chr16",89232866,89233466,89233166,600
"15048","chr3",195873974,195875490,195874732,1516
"15049","chr7",157819344,157819624,157819484,280
"15050","chr6",82363699,82365602,82364650,1903
"15051","chr12",104597,105061,104829,464
"15052","chr14",90758485,90758765,90758625,280
"15053","chr21",32411606,32413409,32412507,1803
"15054","chr15",24848044,24848435,24848239,391
"15055","chr12",123761977,123762707,123762342,730
"15056","chr19",38519236,38519502,38519369,266
"15057","chr22",39557445,39558663,39558054,1218
"15058","chr9",100098493,100099395,100098944,902
"15059","chrX",49042984,49043943,49043463,959
"15060","chr17",8799024,8799506,8799265,482
"15061","chr16",88467989,88468281,88468135,292
"15062","chr20",346732,348333,347532,1601
"15063","chr20",63734897,63735183,63735040,286
"15064","chr22",29837934,29838410,29838172,476
"15065","chr6",99424850,99425330,99425090,480
"15066","chr17",13496441,13496771,13496606,330
"15067","chr1",2855561,2856100,2855830,539
"15068","chr5",111757499,111758217,111757858,718
"15069","chrX",15790067,15790701,15790384,634
"15070","chr11",124953897,124954433,124954165,536
"15071","chr11",1952809,1953103,1952956,294
"15072","chr17",15786194,15786913,15786553,719
"15073","chr9",91423369,91425014,91424191,1645
"15074","chr6",166306751,166308787,166307769,2036
"15075","chr2",25204232,25204708,25204470,476
"15076","chr15",98707565,98707789,98707677,224
"15077","chr22",50031437,50031991,50031714,554
"15078","chr11",75525144,75526736,75525940,1592
"15079","chrX",154370595,154372236,154371415,1641
"15080","chr1",1067283,1069938,1068610,2655
"15081","chr14",63852824,63853808,63853316,984
"15082","chr8",93740747,93741271,93741009,524
"15083","chr11",101582626,101583953,101583289,1327
"15084","chr17",2852807,2854644,2853725,1837
"15085","chr9",95317357,95317931,95317644,574
"15086","chrX",139194665,139195007,139194836,342
"15087","chr21",46228277,46229708,46228992,1431
"15088","chr14",73026937,73027262,73027099,325
"15089","chr8",7954998,7955416,7955207,418
"15090","chr4",70993441,70994167,70993804,726
"15091","chr15",33194722,33195089,33194905,367
"15092","chr12",9239863,9240090,9239976,227
"15093","chr3",123447371,123450281,123448826,2910
"15094","chr11",3855057,3856201,3855629,1144
"15095","chr17",17752144,17752568,17752356,424
"15096","chr5",54517549,54519476,54518512,1927
"15097","chr9",124769761,124771412,124770586,1651
"15098","chr11",123577385,123577674,123577529,289
"15099","chr7",6663872,6664444,6664158,572
"15100","chr6",112087203,112087707,112087455,504
"15101","chr14",103207142,103208006,103207574,864
"15102","chr6",27873223,27873466,27873344,243
"15103","chr16",87654859,87655271,87655065,412
"15104","chr10",124592819,124593045,124592932,226
"15105","chr17",38563308,38563702,38563505,394
"15106","chr5",69217687,69218373,69218030,686
"15107","chr19",10602460,10602879,10602669,419
"15108","chr6",710834,711297,711065,463
"15109","chr9",92114990,92115500,92115245,510
"15110","chr17",30906241,30906520,30906380,279
"15111","chr17",60078649,60079066,60078857,417
"15112","chr7",66681738,66683024,66682381,1286
"15113","chr13",77918290,77919247,77918768,957
"15114","chr4",11368670,11369262,11368966,592
"15115","chr3",194633032,194633761,194633396,729
"15116","chr7",156949529,156950380,156949954,851
"15117","chr7",35185751,35186968,35186359,1217
"15118","chr4",1659091,1659442,1659266,351
"15119","chr19",2650661,2650913,2650787,252
"15120","chr1",152036362,152036636,152036499,274
"15121","chr1",12191277,12191928,12191602,651
"15122","chr11",82901460,82901802,82901631,342
"15123","chr22",46262500,46263435,46262967,935
"15124","chr13",43970066,43970442,43970254,376
"15125","chr9",74951857,74953122,74952489,1265
"15126","chr11",17351472,17352118,17351795,646
"15127","chr7",6165765,6166051,6165908,286
"15128","chr22",43955022,43955782,43955402,760
"15129","chr15",26628950,26629381,26629165,431
"15130","chr5",173293944,173294166,173294055,222
"15131","chr22",20429179,20431914,20430546,2735
"15132","chr12",132231172,132234872,132233022,3700
"15133","chr19",17215305,17215742,17215523,437
"15134","chr12",111319950,111320717,111320333,767
"15135","chr5",176388287,176389447,176388867,1160
"15136","chr2",234495858,234497897,234496877,2039
"15137","chr13",36673812,36674326,36674069,514
"15138","chr11",124876013,124876877,124876445,864
"15139","chr4",156971544,156972134,156971839,590
"15140","chr6",39901803,39902024,39901913,221
"15141","chr12",98503826,98504071,98503948,245
"15142","chr19",17393872,17394267,17394069,395
"15143","chr10",110497405,110498926,110498165,1521
"15144","chr20",59403746,59404020,59403883,274
"15145","chr6",10422088,10422415,10422251,327
"15146","chr6",31652079,31652748,31652413,669
"15147","chr17",80191278,80191494,80191386,216
"15148","chr20",44326685,44327088,44326886,403
"15149","chr13",108218154,108218980,108218567,826
"15150","chr14",60248647,60250088,60249367,1441
"15151","chr20",64084935,64085180,64085057,245
"15152","chr7",6170299,6171087,6170693,788
"15153","chr12",132508197,132508774,132508485,577
"15154","chr11",64118109,64118316,64118212,207
"15155","chr21",14383050,14383765,14383407,715
"15156","chr12",34166664,34167049,34166856,385
"15157","chr5",73419497,73420170,73419833,673
"15158","chr19",17337373,17337661,17337517,288
"15159","chr5",75053975,75054414,75054194,439
"15160","chr9",113400928,113401568,113401248,640
"15161","chr16",4766763,4767352,4767057,589
"15162","chr17",6555809,6556604,6556206,795
"15163","chr2",128471027,128471233,128471130,206
"15164","chr20",31951720,31952156,31951938,436
"15165","chr9",36036801,36037567,36037184,766
"15166","chr16",1343033,1343240,1343136,207
"15167","chr7",55951678,55952286,55951982,608
"15168","chr6",100464195,100465461,100464828,1266
"15169","chr5",10562704,10565568,10564136,2864
"15170","chr12",132764294,132764528,132764411,234
"15171","chr22",29306332,29308733,29307532,2401
"15172","chr2",9393443,9393678,9393560,235
"15173","chr19",662284,663200,662742,916
"15174","chr1",16692188,16694464,16693326,2276
"15175","chr14",49768130,49768820,49768475,690
"15176","chr20",33720011,33720314,33720162,303
"15177","chr6",27515109,27515310,27515209,201
"15178","chr14",99792823,99793892,99793357,1069
"15179","chr14",34982428,34983338,34982883,910
"15180","chr11",1010479,1010753,1010616,274
"15181","chr14",93206783,93207572,93207177,789
"15182","chr17",64496764,64497205,64496984,441
"15183","chr6",45663249,45664077,45663663,828
"15184","chr8",143706321,143708889,143707605,2568
"15185","chr16",4327507,4328161,4327834,654
"15186","chr19",19272894,19273474,19273184,580
"15187","chr18",12271658,12271921,12271789,263
"15188","chr4",88158604,88159302,88158953,698
"15189","chr19",17205948,17206396,17206172,448
"15190","chr9",123268073,123269068,123268570,995
"15191","chr19",47430038,47430570,47430304,532
"15192","chr19",34404247,34404907,34404577,660
"15193","chr9",133534245,133535152,133534698,907
"15194","chr11",2928558,2930526,2929542,1968
"15195","chr20",56249256,56249528,56249392,272
"15196","chr19",3721466,3721707,3721586,241
"15197","chr20",38926111,38927192,38926651,1081
"15198","chr10",639904,640800,640352,896
"15199","chr13",107866944,107868715,107867829,1771
"15200","chr19",47113417,47113844,47113630,427
"15201","chr5",74639900,74641726,74640813,1826
"15202","chr14",100329281,100329664,100329472,383
"15203","chr11",1240853,1241368,1241110,515
"15204","chr11",1825926,1826151,1826038,225
"15205","chr9",83622842,83623621,83623231,779
"15206","chr3",194204092,194204345,194204218,253
"15207","chr12",56129159,56129501,56129330,342
"15208","chr20",46013966,46014472,46014219,506
"15209","chr5",1093464,1093722,1093593,258
"15210","chr2",219060097,219061408,219060752,1311
"15211","chr14",90396699,90398559,90397629,1860
"15212","chr18",79650035,79650246,79650140,211
"15213","chr14",104653283,104653668,104653475,385
"15214","chr21",45266992,45267206,45267099,214
"15215","chr12",57229637,57230120,57229878,483
"15216","chr7",30026803,30027069,30026936,266
"15217","chr2",169768174,169768631,169768402,457
"15218","chr12",53952993,53953317,53953155,324
"15219","chr19",52637922,52638560,52638241,638
"15220","chr6",108176391,108176792,108176591,401
"15221","chr19",57708821,57709149,57708985,328
"15222","chr2",3635439,3635700,3635569,261
"15223","chr12",1639589,1639897,1639743,308
"15224","chr20",62169870,62170077,62169973,207
"15225","chr8",10839418,10840124,10839771,706
"15226","chr21",31872597,31874296,31873446,1699
"15227","chr2",73926726,73927154,73926940,428
"15228","chr7",149713767,149715260,149714513,1493
"15229","chr6",36387500,36388239,36387869,739
"15230","chr10",1326708,1327696,1327202,988
"15231","chr14",96038974,96040065,96039519,1091
"15232","chr14",50871994,50872428,50872211,434
"15233","chr16",69109596,69110016,69109806,420
"15234","chr12",65169415,65170616,65170015,1201
"15235","chr10",98467681,98468075,98467878,394
"15236","chr9",63817918,63818178,63818048,260
"15237","chr2",66444523,66444727,66444625,204
"15238","chr19",40420733,40421461,40421097,728
"15239","chr5",113294522,113294927,113294724,405
"15240","chr2",74198317,74199296,74198806,979
"15241","chr14",99644783,99645569,99645176,786
"15242","chr10",341354,341604,341479,250
"15243","chr15",93109526,93109820,93109673,294
"15244","chr13",67230376,67231327,67230851,951
"15245","chr19",11887989,11888316,11888152,327
"15246","chr20",61942977,61948820,61945898,5843
"15247","chr19",49442850,49443965,49443407,1115
"15248","chr8",11015814,11016777,11016295,963
"15249","chr21",45393080,45393327,45393203,247
"15250","chr11",66863783,66863999,66863891,216
"15251","chr11",1271932,1272841,1272386,909
"15252","chr19",48619020,48619666,48619343,646
"15253","chr19",12484436,12485069,12484752,633
"15254","chr5",141188643,141189545,141189094,902
"15255","chr20",36572920,36575087,36574003,2167
"15256","chr17",75563269,75563482,75563375,213
"15257","chr10",100744156,100746389,100745272,2233
"15258","chrX",34387790,34388171,34387980,381
"15259","chr1",72283326,72284053,72283689,727
